IU Barcode,MDPI Barcode,Title(s) on Media,Series Title(s),Series Part(s),Country(s) of Origin,Title(s) Summary,Title(s) Original Identifiers,Title(s) Publishers,Title(s) Creators,Title(s) Genres,Title(s) Forms,Title(s) Dates,Title(s) Locations,Title(s) Notes,Title(s) Subject,Title(s) Name Authority,IUCat Title Control Number(s),Catalog Key(s),Alternative Title(s),Media Type,Medium,Version,Unit,Collection,Gauge,Generation,Generation Notes,Can Size,Footage,Duration,Reel Dates,Base,Stock,Original Identifiers,Reel Number,Multiple Items in Can,Picture Type,Frame Rate,Color,Aspect Ratio,Anamorphic,Sound,Captions/Subtitles,Format Type,Content Type,Sound Field,Track Count,Languages,Format Notes,Accompanying Documentation,Accompanying Documentation Location,Overall Condition,Condition Notes,Research Value,Research Value Notes,AD Strip,Shrinkage,Mold,Conditions,Missing Footage,Miscellaneous,Conservation Actions
30000149831962,,Sears Electric Blanket,"","","","","","","","","",2005 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.0,,,,,,Recanned
30000149832028,,Miles Lab products,"","","","","","","","","",2005 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,200,,,"","",,,No,"",,"","",,Silent,No,"","","",,,,,,,,,,0.0,,,,,,Recanned
30000149832036,,Hello Brat,"","","","","","","","","",2005 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.0,,,,,,Recanned
30000149831079,,Wheelabrator,"","",""," | Wheelabrator opening, tools of industry... industrial scene, helicopter, etc. Film and mag wound on same core.","",Frink Film Studio [TBD],"","","","1971/09 [TBD], 1967/05/01 [TBD], 1967/04/28 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",WO 18722,,No,"",,Eco,"",,,No,"","","",,,,,,,,,,0.0,,,,,,Recanned
30000149830824,,Motor Home Interiors,"","","","","","","","","",1973/08 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.0,,,,,,Placed in can
30000149830774,,Skamper Trail Trainer,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",W.O. 17700,,No,"",,"","",,,No,"","","",,,,Laboratory invoice,"Box 6, Folder 003",,,,,0.0,,,,,,Placed in can
30000149830956,,Dollis Polish,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Original,,400,,,,"","",,,No,"",,"","",,,No,"","","",,,Orig,,,,,,,0.0,,,,,,Recanned
30000149831970,,Amos Clinetest,"","","","","","","","","","","",original overs,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.0,,,,,,Recanned
30000149832002,,Outline,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.0,,,,,,Recanned
30000149832010,,St. Joe Bank and Trust presents Free Checking TV,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,Color,"",,Sound,No,"","","",,,,,,,,,,0.0,,,,,,Recanned
30000149832481,,Steel Abrasives,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, A Roll",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, wrapped in paper",,,,,,0.0,,,,,,Recanned
30000157706007,,Alka-Seltzer,"","","",Man has a headache; takes Alka-Seltzer. Part of a box of fragments. | Man with Alka-Seltzer ; woman in hat. Part of a box of fragments. | Man has headache; takes Alka-Seltzer. Part of a box of fragments.,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Positive, Projection Print",,400,,,,"","",,,No,"",,Black & White,"",,,No,Optical,"","",,,,,,,,,,0.0,,,,,,rehoused
30000157706072,,Archway Cookies,"","","",Animated chefs and cookies. Part of a box of fragments.,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Positive, Projection Print",,400,,,,"","",,,No,"",,Black & White,"",,,No,Optical,"","",,,,,,,,,,0.0,,,,,,rehoused
30000157706148,,Coronet: Verbs Use,"","","",Pictures and words explaining the function of verbs. Part of a box of fragments. | Printed word. Sentence with different parts highlighted to explain the function of verbs. Part of a box of fragments.,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Positive, Projection Print, Outs and Trims",,400,,,,"","",,,No,"",,Black & White,"",,,No,Optical,"","",,,,,,,,,,0.0,,,,,,rehoused
30000149832531,,Butler Steel (Lindsay),"","","","","","","","","",1966 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149806378,,Morrison Lake,"","","","","",Gen Chem [TBD],"","","","1988 [TBD], 1989/03/16 [TBD], 1988/09/07 [TBD]","",final mix | unedited rough cut,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Work Print,,400,,,,"","",1315,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831988,,Steury Boat Co.,"","","","","",Frink Film Studio [TBD],"","","",2005 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,Black & White,"",,Silent,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000157597455,,Merriplay: Swings [Incomplete],"","","","","","Frink Film Studio [TBD], Goshen Mfg Co [TBD]","","","",1954/03/05 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Rehoused ; recored ; white leader added
30000157700216,,Gilbert's Moose Krause,"","","",Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307 | Complete set of Moose Krause: 30000157700190 ; 30000157700208 ; 30000157700216 ; 30000157700224 ; 30000157598339 ; 30000157700232 ; 30000157700240 ; 30000157700257 ; 30000157700265 ; 30000157700273 ; 30000157700281 ; 30000157700299 ; 30000157700307 ; 30000157700307,"","Frink Film Studio [TBD], Gilbert's Clothing Store [TBD]","","","",1954/03/05 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157700570,,Merriplay,"","","", | Children playing on playground equipment. Part of a box of fragments. | Children playing on playground. Part of a box of fragments. | Children playing on playground. Part of a box of fragments. | Children playing on playground. Part of a box of fragments.,"","Frink Film Studio [TBD], Goshen Mfg Co [TBD]","","","",1954/03/05 [TBD],"","","","","","","",Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"","",400,,,,"","",,"",No,"","","","","","","","","","",,,"",Original film box with Frink Film Studio label.,Original film boxes with Frink Film Studio label,"","","","",0.5,,"",,"","",""
30000157700588,,Merriplay,"","","", | Children playing on playground equipment. Part of a box of fragments. | Children playing on playground. Part of a box of fragments. | Children playing on playground. Part of a box of fragments. | Children playing on playground. Part of a box of fragments.,"","Frink Film Studio [TBD], Goshen Mfg Co [TBD]","","","",1954/03/05 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000149831889,,Sheridan  Stuffer,"","","","","","","","","",1956/03/15 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149832549,,Wheelabrator Joe Janush & Structural,"","","","","","","","","",1967/05/01 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149830840,,Skamper Motor Home,"","","","","","","","","",1970/10/23 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149832309,,Backman foundry,"","","","","",Frink Film Studio [TBD],"","","","1970/12/20 [TBD], 1976/01 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Outs and Trims,,400,,,,"","",,,No,"",,"","",,,No,"","","",,,Outs,,,,,,,0.5,,,,,,Recanned
30000149832291,,St. Joe Bank and Trust TV -- Free Checking,"","","","","",Frink Film Studio [TBD],"","","",1971/08/24 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,Magnetic,"","",,,,,,,,,,0.5,,,,,,Recanned
30000149833364,,[Untitled Frink],"","","","","",Frink Film Studio [TBD],"","","",1971/09/25 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",51050-3,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149089173,,Weltek - 400 - 800 - 2000,"","","","","",Frink Film Studio [TBD],"","","",1972/09/18 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,400,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,Wrapped in paper. Also includes timing sheet,"Box 6, Folder 029",,,,,0.5,,,,,,Recanned
30000149830683,,Wheelabrator Plate Cleaning,"","","","","",Frink Film Studio [TBD],"","","",1973/10/03 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,350,,,"","",31347,,No,"",,"Eco, Color","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149089298,,Wheelabrator Ship Hull Cleaning,"","","","","",Frink Film Studio [TBD],"","","","1974/04/02 [TBD], 1974/03 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Work Print,,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, note: ""Work printunedited, un cut as of Apr 2, 1974.. Of Wheelabrarot ship hull cleaning.. Naval inspectators Hold for Carter Dreves to check","Box 5, Folder 197",,,,,0.5,,,,,,Recanned
30000149834701,,Norfolk Overs,"","","","","",Frink Film Studio [TBD],"","","",1975/09/12 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149834446,,Alcohol: What's In It For Me?,"","","","","","Frink Film Studio [TBD], Perennial [TBD]","","","","1975/10/27 [TBD], 1975/10/24 [TBD], 1976/01/01 [TBD]","",test | First Test Print,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831681,,"Wareham, Mass - Tremont  Nail","","","","","",Frink Film Studio [TBD],"","","",1977/08/25 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831673,,Blastrac Outs - Milers Flour,"","","","","",Frink Film Studio [TBD],"","","",1978/11/10 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, note with following information: Roll 1, on project A 1,000 feet On deck of aircraft carrier, 2 machines. Roll 2, 650 feet Lockheed Seattle with bag on top of machine ice breaker? Pole Star? North Star? 18 min. Roll 3, 500 feet Avondale tanker cleaner LNG.....and side cleaner hand held... 14 min. Roll 4 on B projectr 400 feet MILES FLOOR OUTS (orig is in Colburn for printing) 10 min. Roll 5, 300 feet overs Polar Sea dusty, but Seattle tower also OK???? 10 min. 1 hr. 17 min/ +- For Tom Roberts WFI Blastrac",,,,,,0.5,,,,,,Recanned
30000149834727,,Cool Towers Final Mix,"","","","","",Frink Film Studio [TBD],"","","",1988/03/21 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831665,,Cooling Towers,"","","","","","Frink Film Studio [TBD], Allied Film and Video [TBD]","","","","1988/03/28 [TBD], 1988/03/20 [TBD]","",original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831483,,GenChem: Historical Perspective,"","","","","",Frink Film Studio [TBD],"","","",1989/05/16 [TBD],"",Dub | master dub,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831491,,GenChem: Historical Perspective,"","","","","",Frink Film Studio [TBD],"","","",1989/05/16 [TBD],"",Dub | master dub,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831640,,GenChem Anacortes,"","","","","","Frink Film Studio [TBD], Allied Film and Video [TBD]","","","",1989/12/08 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Camera Original,,400,,,,"","",V-39579,,No,"",,"","",,,No,"","","",,,,Invoice,"Box 5, Folder 61",,,,,0.5,,,,,,Recanned
30000149831657,,GenChem Anacortes,"","","","","","Frink Film Studio [TBD], Allied Film and Video [TBD]","","","",1989/12/08 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Camera Original,,400,,,,"","",V-39579,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149820528,,GenChem: A Soda Ash Solution,"","","","","","","","","",1990/10/04 [TBD],"",dub,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000157598156,,White Rose- TXT #1,"","","","","",Frink Film Studio [TBD],"","","",1954/02 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000149832622,,Wheelabrator rough cut Mosher Steel Co.,"","","","","",Frink Film Studio [TBD],"","","",1966/07 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149832812,,Royal Plant,"","","","","",Frink Film Studio [TBD],"","","",1972/10 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, scraps of paper listing a number of shots and items filmed. Note attached to plastic bag film was wrapped in: ""A and B picture rolls -- Holiday Royal 1972 and 'Boliday Rampler Corp 1972 TV' original Ektachrome ECO 7252""","Box 6, folder 039",,,,,0.5,,,,,,Recanned
30000149830881,,AMF 5K TT Int.,"","","","","",Frink Film Studio [TBD],"","","",1973/08 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149830899,,AMF Skamper,"","","","","",Frink Film Studio [TBD],"","","","1973/08 [TBD], 1973/07/17 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149089314,,Wheelabrator Ship Hull Cleaning,"","","","","",Frink Film Studio [TBD],"","","","1974/04/02 [TBD], 1974/03 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, note: ""Edited work print overs.. Wheelabraror ship hull cleaning. First tewts at R&D March 1974..before final painting. This film has been edited an delivered to WAthea [sic] are overs""",,,,,,0.5,,,,,,Recanned
30000149089280,,Ship Hull Cleaner Demonstration Workprint,"","","","","","","","","",1974/04 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831624,,Spirit of 76 Tumblast,"","","","","",Frink Film Studio [TBD],"","","","1977/08 [TBD], 1977/09 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"A Roll, Camera Original",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149087383,,Holiday Rambler ASCS,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,A Roll,,400,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,"Yes, note: ""This film has ben [sic] cut for ASCS Target MTK film produced Auust 1973--the Bendix scenes have been removed and placed in that film. However, the intnge and track of this original ASCS Holiday Rambler film are on ile at Colburn (Or Frink)","Box 6, Folder 043",,,,,0.5,,,,,,Recanned
30000149087631,,Tri C Hi speed,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Outs and Trims,,400,,,,"","",,,No,"",,Black & White,"",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149087649,,Tri C Overs,"","","","","","Frinnk Film Studio [TBD], Frink Film Studio [TBD]","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149087656,,Conn High Speed Test,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Cardboad box with note: ""Miles Lab photography. Ektachrome Commercial; camera at half speed (50); 30000 pps; 63mm Ektar at f2; Lights 1600 (Weston) 37'' focus. OK--raise camera slightly and angle down. Framing correct on top, stop watch, and instruments",,,,,,0.5,,,,,,Recanned
30000149087706,,Target ASCS,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"B Roll, Camera Original",,400,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,Wrapped in paper,,,,,,0.5,,,,,,Recanned
30000149087722,,Target ASCS,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,400,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149087748,,Weltek SM2000,"","","","","",Frink Film Studio [TBD],"","","","","",original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,Wrapped in paper. Also includes timing sheet.,"Box 6, Folder 032",,,,,0.5,,,,,,Recanned
30000149087755,,Weltek TT-44,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,400,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,Wrapped in paper. Also includes exposure sheet.,,,,,,0.5,,,,,,Recanned
30000149087763,,Weltek SM2000,"","","","","",Frink Film Studio [TBD],"","","","","",original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,400,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,Wrapped in paper. Also includes exposure sheet.,"Box 6, Folder 033",,,,,0.5,,,,,,Recanned
30000149087771,,Weltek 400-800-2000,"","","","","",Frink Film Studio [TBD],"","","",1972/11/15 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,B Roll,,400,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,Wrapped in paper. Also includes timing sheet.,"Box 5, Folder 194",,,,,0.5,,,,,,Recanned
30000149089025,,Weltek/RS 1200,"","","","","",Frink Film Studio [TBD],"","","","","",original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,Wrapped in paper. Also includes timing sheet.,"Box 6, Folder 031",,,,,0.5,,,,,,Recanned
